"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report or Final Turnkey/CALF approval","On Site","Completed"
1994,"CALF Turnkey","South Dublin","Kingswood, Old Ballymount Road, Tallaght, Dublin 24 (Phase 1)*",24,"Respond","","","","","Q4-2018",""
1995,"CALF Turnkey","South Dublin","Millford Manor, Clondalkin - Apartments (Phase 1)*",13,"Cluid Housing","","","","","","Q2-2018"
1996,"CALF Turnkey","South Dublin","Millford Manor, Clondalkin - Apartments (Phase 2)",12,"Cluid Housing","","","","","","Q4-2018"
1997,"CALF Turnkey","South Dublin","Millford Manor, Clondalkin - Houses (Phase 1)",25,"Cluid Housing","","","","","","Q1-2017"
1998,"CALF Turnkey","South Dublin","Millford Manor, Clondalkin - Houses (Phase 2)",15,"Cluid Housing","","","","","","Q3-2017"
1999,"CALF Turnkey","South Dublin","Millford Manor, Cloverhill Road, Clondalkin, Dublin 22 (Phase 1)*",2,"Cluid Housing","","","","","","Q4-2018"
2000,"CALF Turnkey","South Dublin","New Bancroft, Tallaght, Dublin 24 (Phase 1)*",16,"Cluid Housing","","","","","","Q3-2017"
2001,"CALF Turnkey","South Dublin","Palmerstown Avenue, Dublin 20 (Phase 1)",7,"Respond","","","","","","Q4-2020"
2002,"CALF Turnkey","South Dublin","Palmerstown Way, Clondalkin, Dublin 22 (Phase 1)*",6,"T�ath Housing Association","","","","","","Q3-2018"
2003,"CALF Turnkey","South Dublin","Raheen House, Old Nangor Road, Clondalkin, Dublin 22 (Phase 1)",9,"Circle Voluntary Housing Association Ltd","","","","","","Q4-2019"
2004,"CALF Turnkey","South Dublin","Rathmill Meadows and Green, Rathcoole, Co. Dublin (Phase 1)*",11,"Oaklee Housing","","","","","","Q4-2019"
2005,"CALF Turnkey","South Dublin","Sallypark, Clondalkin, Dublin 22 (Phase 1)*",85,"Cluid Housing","","","","","Q4-2020",""
2006,"CALF Turnkey","South Dublin","Scholarstown Wood (Apartments), Scholarstown Road, Rathfarnham, Dublin 16  (Phase 1)*",6,"Circle Voluntary Housing Association Ltd","","","","","","Q2-2018"
2007,"CALF Turnkey","South Dublin","Scholarstown Wood (Houses), Scholarstown Road, Rathfarnham, Dublin 16  (Phase 1)*",3,"Circle Voluntary Housing Association Ltd","","","","","","Q4-2017"
2008,"CALF Turnkey","South Dublin","Scholarstown Wood (Houses), Scholarstown Road, Rathfarnham, Dublin 16  (Phase 2)*",4,"Circle Voluntary Housing Association Ltd","","","","","","Q2-2018"
2009,"CALF Turnkey","South Dublin","Scholarstown Wood (Houses), Scholarstown Road, Rathfarnham, Dublin 16  (Phase 3)*",1,"Circle Voluntary Housing Association Ltd","","","","","","Q2-2019"
2010,"CALF Turnkey","South Dublin","Shackleton Park, Lucan, Co. Dublin (Phase 1)*",8,"Cluid Housing","","","","","","Q2-2019"
2011,"CALF Turnkey","South Dublin","Somerton, Lucan, Co. Dublin (Phase 1)*",32,"Respond","","","","","","Q4-2019"
2012,"CALF Construction","South Dublin","St. Catherine�s, Knockmore Avenue, Killinarden, Tallaght, Dublin 24 (Phase 1)",2,"Sophia Housing Association Ltd","","","","Q4-2020","",""
2013,"CALF Turnkey","South Dublin","St. Johns, Firhouse, Dublin 24 (Phase 1)*",10,"Respond","","","","","","Q4-2019"
2014,"CALF Turnkey","South Dublin","Station Road, Clondalkin, Co. Dublin (Phase 1)",5,"Respond","","","","","","Q3-2017"
2015,"CALF Turnkey","South Dublin","Stone Masons Court, Fortunestown Lane, Citywest Dublin (Phase 1)*",12,"Cluid Housing","","","","","","Q2-2019"
2016,"CALF Turnkey","South Dublin","Temple Court, Temple Woods, Greenhills Road, Dublin 12 (Phase 1)*",6,"T�ath Housing Association","","","","","","Q4-2018"
2017,"CALF Turnkey","South Dublin","The Mews, Citywest Village, Citywest, Dublin 24 (Phase 1)*",22,"Fold Housing Association Ireland Ltd","","","","","","Q4-2020"
2018,"CALF Turnkey","South Dublin","The Rise, Citywest Village, Citywest, Dublin 24 (Phase 1)*",13,"Fold Housing Association Ireland Ltd","","","","","","Q4-2019"
2019,"CALF Construction","South Dublin","The Weir, Whitestown Way, Tallaght, Dublin 24 (Phase 1)",81,"Cluid Housing","","","","Q3-2020","",""
2020,"CALF Turnkey","South Dublin","Tullyhall, Lucan, Co Dublin (Phase 1)*",2,"T�ath Housing Association","","","","","","Q3-2017"
2021,"CALF Turnkey","South Dublin","Tullyhall, Lucan, Co Dublin (Phase 2)*",2,"T�ath Housing Association","","","","","","Q4-2018"
2022,"CALF Turnkey","South Dublin","Westpark, Garters Lane, Saggert, Co Dublin  (Phase 1)",28,"Cluid Housing","","","","","","Q4-2018"
2023,"CALF Turnkey","South Dublin","Westpark, Garters Lane, Saggert, Co Dublin  (Phase 2)",28,"Cluid Housing","","","","","","Q2-2019"
2024,"CALF Turnkey","South Dublin","Westpark, Garters Lane, Saggert, Co Dublin  (Phase 3)",28,"Cluid Housing","","","","","","Q4-2019"
2025,"CALF Turnkey","South Dublin","Wilkins Court, Limekiln Lane, Dublin 12 (Phase 1)*",6,"Circle Voluntary Housing Association Ltd","","","","","","Q2-2019"
2026,"CALF Turnkey","South Dublin","Wilkins View, Greenhills, Dublin 12 (Phase 1)*",3,"Circle Voluntary Housing Association Ltd","","","","","","Q2-2018"
2027,"CALF Turnkey","South Dublin","Willowview, Ballyboden Road, Rathfarnham, Dublin 14 (Phase 1)*",12,"Cluid Housing","","","","","Q4-2019",""
2028,"PUBLIC PRIVATE PARTNERSHIP (Bundle 1)","South Dublin","Corkage Grange (part of Kilcarbery)",109,"*N/A","","","","","","Q4-2020"
2029,"SHIP CONSTRUCTION TURNKEY","Tipperary","Cloneen Road, Fethard",6,"*N/A","","","","","","Q2-2019"
2030,"SHIP CONSTRUCTION TURNKEY","Tipperary","Strylea, Fethard",3,"*N/A","","","","","","Q4-2020"
2031,"SHIP CONSTRUCTION TURNKEY","Tipperary","Ardan, Borrisokane",9,"*N/A","","","","","","Q4-2018"
2032,"SHIP CONSTRUCTION TURNKEY","Tipperary","An Grianan, Killenaule, Thurles",4,"*N/A","","","","","","Q4-2018"
2033,"SHIP CONSTRUCTION TURNKEY","Tipperary","Ardan, Borrisokane (Phase 2)",4,"*N/A","","","","","","Q2-2019"
2034,"SHIP CONSTRUCTION TURNKEY","Tipperary","An Grianan, Killenaule, Thurles (Phase 2)",5,"*N/A","","","","","","Q4-2019"
2035,"SHIP CONSTRUCTION TURNKEY","Tipperary","Prior Park, Clonmel",20,"*N/A","","","","","Q3-2020",""
2036,"SHIP CONSTRUCTION TURNKEY","Tipperary","Ma Charoin, Manna South, Templemore",13,"*N/A","","","","","Q3-2020",""
2037,"SHIP CONSTRUCTION TURNKEY","Tipperary","Cloneen Road, Fethard (Phase 2)",5,"*N/A","","","","","","Q3-2019"
2038,"SHIP CONSTRUCTION TURNKEY","Tipperary","Cloneen Road, Fethard (Phase 3)",6,"*N/A","","","","","","Q4-2019"
2039,"SHIP CONSTRUCTION TURNKEY","Tipperary","Glencree, Newport",3,"*N/A","","","","","","Q4-2019"
2040,"SHIP CONSTRUCTION TURNKEY","Tipperary","Cloneen Road, Fethard (Phase 4)",4,"*N/A","","","","","","Q4-2019"
2041,"SHIP CONSTRUCTION TURNKEY","Tipperary","An Grianan, Killenaule, Thurles (Phase 3)",5,"*N/A","","","","","","Q4-2019"
2042,"SHIP CONSTRUCTION TURNKEY","Tipperary","Prior Park, Clonmel",21,"*N/A","","","","","Q3-2020",""
2043,"SHIP CONSTRUCTION TURNKEY","Tipperary","Rosanna Close, Tipperary Town",18,"*N/A","","","","","","Q4-2020"
2044,"SHIP CONSTRUCTION TURNKEY","Tipperary","Glenconnor Road, Clonmel",21,"*N/A","","","","","Q4-2020",""
2045,"SHIP CONSTRUCTION TURNKEY","Tipperary","Clogheen Road, Ardfinnan",13,"*N/A","","","","Stage 4 approved Q4-2020, the scheme is fully approved.","",""
2046,"SHIP CONSTRUCTION TURNKEY","Tipperary","Rosanna Close, Tipperary Town",1,"*N/A","","","","","Q3-2020",""
2047,"SHIP CONSTRUCTION SINGLE STAGE","Tipperary","Mulkear View, Newport, Tipperary",3,"*N/A","","","","","","Q4-2018"
2048,"SHIP CONSTRUCTION SINGLE STAGE","Tipperary","Grange Road, Ballina",4,"*N/A","","","","","","Q4-2020"
2049,"SHIP CONSTRUCTION","Tipperary","Ard na Greine, Clonmel",2,"*N/A","","","","","Q4-2020",""
2050,"SHIP CONSTRUCTION","Tipperary","Knockanrawley",28,"*N/A","","","","","Q4-2019",""
2051,"SHIP CONSTRUCTION","Tipperary","Mill Road, Thurles",28,"*N/A","","","","","Q2-2020",""
2052,"SHIP CONSTRUCTION","Tipperary","Mulkear View, Newport",11,"*N/A","","","","","Q4-2020",""
2053,"SHIP CONSTRUCTION","Tipperary","Treacy Park, Carrick on Suir",1,"*N/A","","","","","","Q3-2018"
2054,"SHIP CONSTRUCTION","Tipperary","Templetouhy",10,"*N/A","","","","","Q4-2019",""
2055,"SHIP CONSTRUCTION","Tipperary","Borrisoleigh",12,"*N/A","","Stage 2 approved Q4-2020, full design/tender being prepared.","","","",""
2056,"SHIP CONSTRUCTION","Tipperary","Abbey Street, Cahir",10,"*N/A","","","","","Q3-2020",""
2057,"SHIP CONSTRUCTION","Tipperary","Borrisokane",16,"*N/A","","","","","Q3-2020",""
2058,"SHIP CONSTRUCTION","Tipperary","Portroe, Nenagh",14,"*N/A","","","","","Q4-2020",""
2059,"SHIP CONSTRUCTION","Tipperary","Cloughjordan",2,"*N/A","","","","","Q3-2019",""
2060,"SHIP CONSTRUCTION","Tipperary","Glenconnor Road, Clonmel",26,"*N/A","","","","","","Q3-2020"
2061,"SHIP CONSTRUCTION","Tipperary","Gortataggart, Thurles",2,"*N/A","","","","","","Q4-2018"
2062,"SHIP CONSTRUCTION","Tipperary","Kilcooly Way, Gortnahoe",5,"*N/A","","","","","","Q3-2020"
2063,"SHIP CONSTRUCTION","Tipperary","Lacey Avenue, Templemore",3,"*N/A","","","","","","Q3-2016"
2064,"SHIP CONSTRUCTION","Tipperary","Mitchel St., Thurles",1,"*N/A","","","","","Q4-2019",""
2065,"SHIP CONSTRUCTION","Tipperary","Borrisoleigh",1,"*N/A","","","","","","Q4-2016"
2066,"SHIP CONSTRUCTION","Tipperary","Lower Ballingarry",1,"*N/A","","","","","","Q2-2016"
2067,"SHIP CONSTRUCTION","Tipperary","Poulamaleen, Faugheen",1,"*N/A","","","","","","Q2-2016"
2068,"SHIP CONSTRUCTION","Tipperary","Cormack Drive, Nenagh",12,"*N/A","","","","","Q3-2020",""
2069,"SHIP CONSTRUCTION","Tipperary","Lacey Avenue, Templemore",1,"*N/A","","","","","","Q3-2017"
2070,"SHIP CONSTRUCTION","Tipperary","Borrisoleigh",1,"*N/A","","","","","","Q4-2018"
2071,"SHIP CONSTRUCTION","Tipperary","Bansha",14,"*N/A","","","Stage 3 approved Q1-2020, the scheme is now approved to proceed to tender.","","",""
2072,"SHIP CONSTRUCTION","Tipperary","Ned Hayes Drive, Twomileborris, Thurles",22,"*N/A","","","Stage 3 approved Q3-2020, the scheme is now approved to proceed to tender.","","",""
2073,"SHIP CONSTRUCTION","Tipperary","Donohill, ",8,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
2074,"SHIP CONSTRUCTION","Tipperary","Mullinahone",10,"*N/A","","","","Stage 4 approved Q4-2020, the scheme is fully approved.","",""
2075,"SHIP CONSTRUCTION","Tipperary","Clerihan",14,"*N/A","","","Stage 3 approved Q4-2020, the scheme is now approved to proceed to tender.","","",""
2076,"SHIP CONSTRUCTION","Tipperary","Ard Alainn, Moyne",9,"*N/A","","","Stage 3 approved Q4-2020, the scheme is now approved to proceed to tender.","","",""
2077,"SHIP CONSTRUCTION","Tipperary","Ardcroney",4,"*N/A","","","Stage 3 approved Q4-2020, the scheme is now approved to proceed to tender.","","",""
2078,"SHIP CONSTRUCTION","Tipperary","Comeragh Drive, Clonmel",2,"*N/A","Stage 1 approved Q3-2020, outline design and costs being prepared.","","","","",""
2079,"SHIP CONSTRUCTION","Tipperary","Church Street, Templemore",2,"*N/A","Stage 1 approved Q3-2020, outline design and costs being prepared.","","","","",""
2080,"SHIP CONSTRUCTION","Tipperary","Castle Crescent, Nenagh",9,"*N/A","","Stage 2 approved Q4-2020, full design/tender being prepared.","","","",""
2081,"SHIP CONSTRUCTION","Tipperary","Boherclough Street, Cashel",12,"*N/A","Stage 1 approved Q3-2020, outline design and costs being prepared.","","","","",""
2082,"SHIP CONSTRUCTION","Tipperary","Grove Street. Roscrea",7,"*N/A","Stage 1 approved Q3-2020, outline design and costs being prepared.","","","","",""
2083,"SHIP CONSTRUCTION","Tipperary","William Street, Clonmel",4,"*N/A","Stage 1 approved Q4-2020, outline design and costs being prepared.","","","","",""
2084,"CAS CONSTRUCTION TURNKEY","Tipperary","Monastery Close, Templemore Road, Thurles",15,"Thurles Lions Trust Housing Assoc.","","","","","","Q2-2019"
2085,"CAS CONSTRUCTION TURNKEY","Tipperary","Drummin Village, Nenagh",8,"Nenagh Voluntary Housing Association","","","","","","Q4-2020"
2086,"CAS CONSTRUCTION","Tipperary","Glenconnor Road, Clonmel",9,"Cluid Housing Association","","","","","Q4-2020",""
2087,"CAS CONSTRUCTION","Tipperary","Stanwix House, Kickham Street, Thurles",19,"Thurles Lions Trust Housing Assoc.","","","","Stage 4 approved Q4-2020, the scheme is fully approved.","",""
2088,"CAS CONSTRUCTION","Tipperary","Main Street, Templemore",14,"Templemore Voluntary Housing Association","","Stage 2 approved Q4-2020, full design/tender being prepared.","","","",""
2089,"CALF Turnkey","Tipperary","An Duiche, Tipperary Town, Co. Tipperary (Phase 1)",41,"Respond","","","","","","Q4-2019"
2090,"CALF Turnkey","Tipperary","An Duiche, Tipperary Town, Co. Tipperary (Phase 2)",2,"Respond","","","","","","Q4-2019"
2091,"CALF Turnkey","Tipperary","Ashbury, Roscrea, Co Tipperary (Phase 1)",12,"Cluid Housing","","","","","","Q2-2017"
2092,"CALF Turnkey","Tipperary","Ashgrove, Monadreen, Thurles, Co Tipperary  (Phase 1)",9,"Co - Operative Housing Ireland Society Limited","","","","","","Q4-2018"
2093,"CALF Turnkey","Tipperary","Ashgrove, Monadreen, Thurles, Co. Tipperary (Phase 1)",10,"Co - Operative Housing Ireland Society Limited","","","","","","Q4-2019"
2094,"CALF Turnkey","Tipperary","Ashgrove, Monadreen, Thurles, Co. Tipperary (Phase 2)",7,"Co - Operative Housing Ireland Society Limited","","","","","","Q4-2020"
2095,"CALF Turnkey","Tipperary","Mill Street, Carrick on Suir, Co. Tipperary (Phase 1)",22,"T�ath Housing Association","","","","","","Q3-2020"
2096,"CALF Turnkey","Tipperary","The Avenue, Drummin Village, Nenagh, Co. Tipperary (Phase 1)",13,"Focus Housing Association CLG","","","","","","Q4-2020"
2097,"SHIP CONSTRUCTION TURNKEY","Waterford","Kilrush, Dungarvan",8,"*N/A","","","","","","Q3-2018"
2098,"SHIP CONSTRUCTION TURNKEY","Waterford","Gibbethill, Gracedieu",5,"*N/A","","","","","","Q3-2018"
2099,"SHIP CONSTRUCTION TURNKEY","Waterford","Carrickphierish, Gracedieu, Waterford",31,"*N/A","","","","","","Q4-2018"
2100,"SHIP CONSTRUCTION TURNKEY","Waterford","Shandon, Dungarvan",5,"*N/A","","","","","","Q3-2018"
2101,"SHIP CONSTRUCTION TURNKEY","Waterford","Airport Road, Waterford City",33,"*N/A","","","","","","Q4-2018"
2102,"SHIP CONSTRUCTION TURNKEY","Waterford","Kilrush, Dungarvan - Phase 2",10,"*N/A","","","","","","Q4-2018"
2103,"SHIP CONSTRUCTION TURNKEY","Waterford","Kilrush, Dungarvan - Phase 3",21,"*N/A","","","","","","Q4-2018"
2104,"SHIP CONSTRUCTION TURNKEY","Waterford","Lacken Road, Waterford",20,"*N/A","","","","","","Q3-2019"
2105,"SHIP CONSTRUCTION TURNKEY","Waterford","Lacken Road, Waterford - Phase 2",14,"*N/A","","","","","","Q4-2019"
2106,"SHIP CONSTRUCTION TURNKEY","Waterford","Lacken Road, Waterford - Phase 3",6,"*N/A","","","","","","Q2-2020"
2107,"SHIP CONSTRUCTION TURNKEY","Waterford","Lacken Road, Waterford - Phase 4",15,"*N/A","","","","","","Q3-2020"
2108,"SHIP CONSTRUCTION TURNKEY","Waterford","Estuary Heights, Shandon, Dungarvan",6,"*N/A","","","","","","Q3-2019"
2109,"SHIP CONSTRUCTION TURNKEY","Waterford","Railway Gardens, Lismore",17,"*N/A","","","","","Q3-2019",""
2110,"SHIP CONSTRUCTION TURNKEY","Waterford","Estuary Heights, Shandon, Dungarvan",8,"*N/A","","","","","","Q4-2019"
2111,"SHIP CONSTRUCTION TURNKEY","Waterford","Estuary Heights, Shandon, Dungarvan",6,"*N/A","","","","","","Q4-2019"
2112,"SHIP CONSTRUCTION TURNKEY","Waterford","Mount Suir, Gracedieu, Carrickphierish",18,"*N/A","","","","","","Q4-2019"
2113,"SHIP CONSTRUCTION TURNKEY","Waterford","19 & 20 Bride View Close, Tallow",2,"*N/A","","","","","","Q3-2020"
2114,"SHIP CONSTRUCTION TURNKEY","Waterford","Mount William, Williamstown, Waterford City",19,"*N/A","","","","","","Q4-2020"
2115,"SHIP CONSTRUCTION TURNKEY","Waterford","7A and 8A Barnes Lane, The Glen, Waterford",2,"*N/A","","","","","","Q4-2019"
2116,"SHIP CONSTRUCTION TURNKEY","Waterford","4 and 12 Ard Alainn, Sherlock Walk, Gracedieu, Waterford",2,"*N/A","","","","","","Q2-2020"
2117,"SHIP CONSTRUCTION TURNKEY","Waterford","Mount William, Williamstown, Waterford City",20,"*N/A","","","","Stage 4 approved Q1-2020, the scheme is fully approved.","",""
2118,"SHIP CONSTRUCTION TURNKEY","Waterford","Mount William, Williamstown, Waterford City",26,"*N/A","","","","Stage 4 approved Q1-2020, the scheme is fully approved.","",""
2119,"SHIP CONSTRUCTION RAPID","Waterford","Ballygunner, Waterford City",49,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
2120,"SHIP CONSTRUCTION RAPID","Waterford","Ballynaneashagh, Waterford City",22,"*N/A","","Stage 2 approved Q2-2020, full design/tender being prepared.","","","",""
2121,"SHIP CONSTRUCTION","Waterford","An Garran, Crobally Upper, Tramore",50,"*N/A","","","Stage 3 approved Q2-2020, the scheme is now approved to proceed to tender.","","",""
2122,"SHIP CONSTRUCTION","Waterford","Alms Houses, Tallow",4,"*N/A","","","","","","Q4-2018"
2123,"SHIP CONSTRUCTION","Waterford","Ardmore Park/Priory Lawn, Waterford City (also referred to as Saviours Green, Ballybeg)",5,"*N/A","","","","","","Q3-2020"
2124,"SHIP CONSTRUCTION","Waterford","Ballinroad, Dungarvan",21,"*N/A","","","","","","Q2-2020"
2125,"SHIP CONSTRUCTION","Waterford","Barrack Street, Cappoquin",4,"*N/A","","","","","","Q4-2017"
2126,"SHIP CONSTRUCTION","Waterford","Coolfin Woods, Portlaw",12,"*N/A","","","","","","Q2-2019"
2127,"SHIP CONSTRUCTION","Waterford","Larchville, Waterford City",5,"*N/A","","","","","Q1-2020",""
2128,"SHIP CONSTRUCTION","Waterford","Patrick Street, Tramore",2,"*N/A","","","","","","Q3-2018"
2129,"SHIP CONSTRUCTION","Waterford","Doyle Street, Waterford City",4,"*N/A","","","","","Q2-2020",""
2130,"SHIP CONSTRUCTION","Waterford","Old Cinema Site, Dungarvan",15,"*N/A","","","","","","Q4-2016"
2131,"SHIP CONSTRUCTION","Waterford","The Glen, Bridge St, Waterford",17,"*N/A","","Stage 2 approved Q3-2018, full design/tender being prepared.","","","",""
2132,"SHIP CONSTRUCTION","Waterford","Clarendon Court, Penrose Lane, Waterford",24,"*N/A","Stage 1 approved Q1-2018, outline design and costs being prepared.","","","","",""
2133,"SHIP CONSTRUCTION","Waterford","Summerland Square, Waterford",12,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
2134,"SHIP CONSTRUCTION","Waterford","Bath St, Waterford City",4,"*N/A","","","","","","Q4-2019"
2135,"SHIP CONSTRUCTION","Waterford","Graigueshoneen, Kilmacthomas, Co Waterford",16,"*N/A","","","","Stage 4 approved Q4-2020, the scheme is fully approved.","",""
2136,"SHIP CONSTRUCTION","Waterford","Mount Esker, Ballytruckle Road, Waterford City",14,"*N/A","","Stage 2 approved Q4-2020, full design/tender being prepared.","","","",""
2137,"SHIP CONSTRUCTION","Waterford","Newgate Street, Waterford City",36,"*N/A","Stage 1 approved Q3-2020, outline design and costs being prepared.","","","","",""
2138,"CAS CONSTRUCTION","Waterford","Convent Hill, Tramore",10,"Society of Saint Vincent de Paul","","","","","","Q1-2017"
2139,"CAS CONSTRUCTION","Waterford","Powersfield, Hennessys Road, Waterford",3,"Focus Ireland","","Stage 2 approved Q2-2016, full design/tender being prepared.","","","",""
2140,"CAS CONSTRUCTION","Waterford","Wadding Manor, Ferrybank",10,"Respond","","","","","Q4-2019",""
2141,"CAS CONSTRUCTION","Waterford","The Paddocks, Williamstown Rd. Waterford Phase 1",9,"Anvers Housing Association Ltd","","","","","","Q4-2020"
2142,"CALF Turnkey","Waterford","Kilbarry, Waterford (Phase 1)",69,"Respond","","","","","","Q3-2020"
2143,"CALF Construction","Waterford","St Johns College, Waterford (Phase 1)",36,"Respond","","","","","","Q1-2016"
2144,"CALF Turnkey","Waterford","The Walk, Fairfield Park, Kilcohan, Waterford (Phase 1)",40,"Circle Voluntary Housing Association Ltd","","","","","","Q4-2019"
2145,"PUBLIC PRIVATE PARTNERSHIP (Bundle 2)","Waterford","Slievekeale, Waterford City",58,"*N/A","","","","","Q4-2019",""
2146,"SHIP DIALOG","Westmeath","Lissywollen, Athlone",55,"*N/A","Stage 1 approved Q1-2020, outline design and costs being prepared.","","","","",""
2147,"SHIP DIALOG","Westmeath","Lissywollen, Athlone (Phase 2A and 2B)",55,"*N/A","Stage 1 approved Q1-2020, outline design and costs being prepared.","","","","",""
2148,"SHIP DIALOG","Westmeath","Lissywollen, Athlone (Phase 3A)",38,"*N/A","Stage 1 approved Q1-2020, outline design and costs being prepared.","","","","",""
2149,"SHIP DIALOG","Westmeath","Lissywollen, Athlone (Phase 3B)",22,"*N/A","Stage 1 approved Q1-2020, outline design and costs being prepared.","","","","",""
2150,"SHIP CONSTRUCTION TURNKEY","Westmeath","Belvedere Hills, Mullingar",21,"*N/A","","","","","","Q4-2017"
2151,"SHIP CONSTRUCTION TURNKEY","Westmeath","Cloon Lara, Mullingar",12,"*N/A","","","","","","Q2-2019"
2152,"SHIP CONSTRUCTION TURNKEY","Westmeath","Abbeybrook, Kilbeggan",7,"*N/A","","","","","","Q1-2019"
