"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report or Final Turnkey/CALF approval","On Site","Completed"
2059,"SHIP CONSTRUCTION TURNKEY","Westmeath","Lakepoint, Mullingar",24,"*N/A","","","","","Q4-2019",""
2060,"SHIP CONSTRUCTION TURNKEY","Westmeath","Coill Rua, Mullingar",6,"*N/A","","","","","","Q4-2019"
2061,"SHIP CONSTRUCTION TURNKEY","Westmeath","Rathgarve Green, Castlepollard",3,"*N/A","","","","","","Q1-2020"
2062,"SHIP CONSTRUCTION TURNKEY","Westmeath","Valley Cottages, Mullingar",3,"*N/A","","","","","Q3-2020",""
2063,"SHIP CONSTRUCTION TURNKEY","Westmeath","Austin Friars Street, Mullingar",4,"*N/A","","","","","Q3-2020",""
2064,"SHIP CONSTRUCTION TURNKEY","Westmeath","Rathgarve Green, Castlepollard",6,"*N/A","","","","","Q1-2020",""
2065,"SHIP CONSTRUCTION TURNKEY","Westmeath","Oakcrest, Ballinderry, Mullingar",8,"*N/A","","","","","Q3-2020",""
2066,"SHIP CONSTRUCTION TURNKEY","Westmeath","St. Marys Place, Athlone",9,"*N/A","","","","Stage 4 approved Q3-2020, the scheme is fully approved.","",""
2067,"SHIP CONSTRUCTION RAPID","Westmeath","O'Growney Green, Mullingar",26,"*N/A","Stage 1 approved Q2-2018, outline design and costs being prepared.","","","","",""
2068,"SHIP CONSTRUCTION RAPID","Westmeath","Dalton Park, Mullingar",15,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
2069,"SHIP CONSTRUCTION RAPID","Westmeath","Water Street, Castlepollard",7,"*N/A","","Stage 2 approved Q3-2020, full design/tender being prepared.","","","",""
2070,"SHIP CONSTRUCTION RAPID","Westmeath","Ennell Court, Mullingar (Phase 1)",15,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
2071,"SHIP CONSTRUCTION","Westmeath","Bun Daire, Kinnegad (Phase 3)",12,"*N/A","","","","","Q3-2019",""
2072,"SHIP CONSTRUCTION","Westmeath","St. Laurence's Terrace, Mullingar",9,"*N/A","","","","","","Q4-2018"
2073,"SHIP CONSTRUCTION","Westmeath","Ennell Court, Mullingar",1,"*N/A","","","","","","Q1-2018"
2074,"SHIP CONSTRUCTION","Westmeath","Arcadia, Athlone (Phase 1.1)",21,"*N/A","","","","","","Q2-2020"
2075,"SHIP CONSTRUCTION","Westmeath","Ennell Court (Phase 2)",3,"*N/A","","","","","","Q2-2016"
2076,"SHIP CONSTRUCTION","Westmeath","Grange Crescent, Mullingar",2,"*N/A","","","","","","Q1-2016"
2077,"SHIP CONSTRUCTION","Westmeath","Ennell Court, Mullingar",20,"*N/A","","","","Stage 4 approved Q3-2020, the scheme is fully approved.","",""
2078,"SHIP CONSTRUCTION","Westmeath","Cloghanboy, Athlone",10,"*N/A","","","Stage 3 approved Q1-2020, the scheme is now approved to proceed to tender.","","",""
2079,"SHIP CONSTRUCTION","Westmeath","Bishopsgate, Mullingar",4,"*N/A","","","","","Q3-2019",""
2080,"SHIP CONSTRUCTION","Westmeath","Arcadia, Athlone (Phase 2)",24,"*N/A","","Stage 2 approved Q3-2020, full design/tender being prepared.","","","",""
2081,"SHIP CONSTRUCTION","Westmeath","Canal Avenue, Mullingar",32,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
2082,"SHIP CONSTRUCTION","Westmeath","Arcadia, Athlone (Phase 1.2)",12,"*N/A","","","","","","Q3-2020"
2083,"SHIP CONSTRUCTION","Westmeath","Ennell Court, Mullingar (Phase 2)",11,"*N/A","","","","Stage 4 approved Q3-2020, the scheme is fully approved.","",""
2084,"CAS CONSTRUCTION TURNKEY","Westmeath","Ardmore Road, Mullingar",10,"T�ath Housing Association Ltd","","","","","Q4-2019",""
2085,"CAS CONSTRUCTION TURNKEY","Westmeath","Ardmore Road, Mullingar",17,"T�ath Housing Association Ltd","","","","","Q4-2019",""
2086,"CAS CONSTRUCTION TURNKEY","Westmeath","Ardmore Road, Mullingar",9,"T�ath Housing Association Ltd","","","","","Q4-2019",""
2087,"CAS CONSTRUCTION","Westmeath","Farran, Mullingar",4,"T�ath Housing Association Ltd","","","","","Q4-2019",""
2088,"CALF TURNKEY","Westmeath","Athlone Road, Moate, Co. Westmeath (Phase 1)*",14,"Oaklee Housing","","","","","Q1-2020",""
2089,"CALF TURNKEY","Westmeath","Cluain Mullen, Castlepollard, Co. Westmeath (Phase 1)",8,"T�ath Housing Association","","","","","Q2-2019",""
2090,"CALF TURNKEY","Westmeath","Cluain Mullen, Castlepollard, Westmeath (Phase 1)",2,"T�ath Housing Association","","","","","","Q2-2017"
2091,"CALF TURNKEY","Westmeath","Coill Rua, Mullingar, Co. Westmeath (Phase 1)*",13,"Cluid Housing","","","","","Q4-2018",""
2092,"CALF TURNKEY","Westmeath","Coill Rua, Mullingar, Co. Westmeath (Phase 2)*",23,"Cluid Housing","","","","","Q4-2018",""
2093,"CALF TURNKEY","Westmeath","Coill Rua, Mullingar, Co. Westmeath (Phase 3)",8,"Cluid Housing","","","","","Q4-2018",""
2094,"CALF CONSTRUCTION","Westmeath","Farran, Mullingar, Co. Westmeath (Phase 1)",10,"T�ath Housing Association","","","","","Q4-2019",""
2095,"CALF TURNKEY","Westmeath","Ghairdin Beag, Main Street, Rathwire, Killucan, Co. Westmeath (Phase 1)",6,"T�ath Housing Association","","","","","Q1-2019",""
2096,"CALF TURNKEY","Westmeath","Rahanine, Rochfortbridge, Co Westmeath (Phase 1)",12,"T�ath Housing Association","","","","","Q4-2018",""
2097,"CALF TURNKEY","Westmeath","Rathwire, Killucan, Co. Westmeath (Phase 1)",4,"T�ath Housing Association","","","","","Q4-2019",""
2098,"CALF TURNKEY","Westmeath","Royal Canal, Ardmore Road, Mullingar, Co. Westmeath (Phase 1)",4,"T�ath Housing Association","","","","","Q3-2019",""
2099,"CALF TURNKEY","Westmeath","Royal Canal, Ardmore Road, Mullingar, Co. Westmeath (Phase 2)",4,"T�ath Housing Association","","","","","Q3-2019",""
2100,"CALF TURNKEY","Westmeath","The Orchard, Athlone, Co. Westmeath (Phase 1)",8,"T�ath Housing Association","","","","","","Q4-2019"
2101,"CALF TURNKEY","Westmeath","The Orchard, Athlone, Co. Westmeath (Phase 2)*",14,"T�ath Housing Association","","","","","","Q2-2020"
2102,"CALF TURNKEY","Westmeath","The Orchard, Athlone, Co. Westmeath (Phase 3)",10,"T�ath Housing Association","","","","","","Q2-2020"
2103,"SHIP CONSTRUCTION TURNKEY","Wexford","Madeira Oaks, Wexford",8,"*N/A","","","","","","Q3-2017"
2104,"SHIP CONSTRUCTION TURNKEY","Wexford","Gleann an Ghairdin, Ballytegan Road, Gorey",8,"*N/A","","","","","","Q1-2018"
2105,"SHIP CONSTRUCTION TURNKEY","Wexford","Ard Uisce, Whiterock, Wexford",11,"*N/A","","","","","","Q4-2018"
2106,"SHIP CONSTRUCTION TURNKEY","Wexford","Rath an Duin, Castlebridge",3,"*N/A","","","","","","Q3-2018"
2107,"SHIP CONSTRUCTION TURNKEY","Wexford","Gleann an Ghairdin, Ballytegan Road, Gorey (Phase 2a)",2,"*N/A","","","","","","Q2-2019"
2108,"SHIP CONSTRUCTION TURNKEY","Wexford","Ard Uisce, Whiterock, Wexford - Phase 2",10,"*N/A","","","","","","Q1-2019"
2109,"SHIP CONSTRUCTION TURNKEY","Wexford","Gleann an Ghairdin, Ballytegan Road, Gorey (Phase 1b)",10,"*N/A","","","","","","Q4-2018"
2110,"SHIP CONSTRUCTION TURNKEY","Wexford","Glen Aoibhinn, Ardamine, Gorey",5,"*N/A","","","","","","Q4-2018"
2111,"SHIP CONSTRUCTION TURNKEY","Wexford","Glen Aoibhinn, Ardamine, Gorey - Phase 2",2,"*N/A","","","","","","Q1-2019"
2112,"SHIP CONSTRUCTION TURNKEY","Wexford","Whitewater Estuary, Ballyhack",3,"*N/A","","","","","","Q3-2020"
2113,"SHIP CONSTRUCTION TURNKEY","Wexford","Riverchapel Lane, Gorey",4,"*N/A","","","","","","Q4-2019"
2114,"SHIP CONSTRUCTION TURNKEY","Wexford","Ard Uisce, Whiterock, Wexford-Phase 3",4,"*N/A","","","","","","Q2-2019"
2115,"SHIP CONSTRUCTION TURNKEY","Wexford","Glen Aoibhinn, Ardamine, Gorey - Phase 3",3,"*N/A","","","","","","Q4-2019"
2116,"SHIP CONSTRUCTION TURNKEY","Wexford","Ard Uisce, Whiterock, Wexford Phase 4",10,"*N/A","","","","","","Q3-2019"
2117,"SHIP CONSTRUCTION TURNKEY","Wexford","St. Martin's Road, Rosslare Harbour",4,"*N/A","","","","","","Q4-2019"
2118,"SHIP CONSTRUCTION TURNKEY","Wexford","Clonattin Upper, Gorey",8,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
2119,"SHIP CONSTRUCTION TURNKEY","Wexford","Gleann an Ghairdin, Ballytegan Road, Gorey (Phase 2b)",2,"*N/A","","","","","","Q4-2019"
2120,"SHIP CONSTRUCTION TURNKEY","Wexford","Michael Street, New Ross ",3,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
2121,"SHIP CONSTRUCTION TURNKEY","Wexford","Ard Uisce, Whiterock, Wexford",18,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
2122,"SHIP CONSTRUCTION TURNKEY","Wexford","Gleann an Ghairdin, Ballytegan Road, Gorey (Phase 2 C)",1,"*N/A","","","","","","Q3-2019"
2123,"SHIP CONSTRUCTION TURNKEY","Wexford","Ballynaglough, Blackwater",16,"*N/A","","","","Stage 4 approved Q1-2020, the scheme is fully approved.","",""
2124,"SHIP CONSTRUCTION TURNKEY","Wexford","Clonhasten, Enniscorthy",50,"*N/A","","","","Stage 4 approved Q4-2019, the scheme is fully approved.","",""
2125,"SHIP CONSTRUCTION TURNKEY","Wexford","No.'s 64 & 74 Chapelwood, Kilmuckridge",2,"*N/A","","","","","","Q1-2020"
2126,"SHIP CONSTRUCTION TURNKEY","Wexford","5 The Break Ayelsbridge, Riverchapel",1,"*N/A","","","","","","Q1-2020"
2127,"SHIP CONSTRUCTION TURNKEY","Wexford","Creagh, Gorey",39,"*N/A","","","","Stage 4 approved Q2-2020, the scheme is fully approved.","",""
2128,"SHIP CONSTRUCTION TURNKEY","Wexford","Bridgetown",12,"*N/A","","","","Stage 4 approved Q2-2020, the scheme is fully approved.","",""
2129,"SHIP CONSTRUCTION TURNKEY","Wexford","Ard Uisce, Whiterock, Wexford",1,"*N/A","","","","","","Q1-2020"
2130,"SHIP CONSTRUCTION TURNKEY","Wexford","Gleann an Ghairdin,&nbsp; Gorey - Phase 2",4,"*N/A","","","","Stage 4 approved Q3-2020, the scheme is fully approved.","",""
2131,"SHIP CONSTRUCTION TURNKEY","Wexford","Ard Uisce, Whiterock Hill, Wexford",5,"*N/A","","","","Stage 4 approved Q3-2020, the scheme is fully approved.","",""
2132,"SHIP CONSTRUCTION TURNKEY","Wexford","Cluain Beag, Clonard, Wexford",10,"*N/A","","","","Stage 4 approved Q3-2020, the scheme is fully approved.","",""
2133,"SHIP CONSTRUCTION TURNKEY","Wexford","Cluain Beag, Clonard, Wexford",10,"*N/A","","","","Stage 4 approved Q3-2020, the scheme is fully approved.","",""
2134,"SHIP CONSTRUCTION","Wexford","SN Castlemoyle, New Ross",1,"*N/A","","","","","","Q4-2019"
2135,"SHIP CONSTRUCTION","Wexford","Cloghulatagh, Taghmon",18,"*N/A","","","","","Q2-2019",""
2136,"SHIP CONSTRUCTION","Wexford","Coolcotts, Clonard",7,"*N/A","","","","","","Q4-2019"
2137,"SHIP CONSTRUCTION","Wexford","Creagh, Gorey",10,"*N/A","","","","","","Q1-2019"
2138,"SHIP CONSTRUCTION","Wexford","Danescastle",10,"*N/A","","","","","","Q1-2019"
2139,"SHIP CONSTRUCTION","Wexford","Slippery Green, Wexford",10,"*N/A","","","","","","Q3-2019"
2140,"SHIP CONSTRUCTION","Wexford","Whiterock Hill, Wexford (Phase 1)",20,"*N/A","","","","","Q3-2020",""
2141,"SHIP CONSTRUCTION","Wexford","Cois Mara",2,"*N/A","","","","","","Q3-2018"
2142,"SHIP CONSTRUCTION","Wexford","Killeens, Wexford",40,"*N/A","","","","","Q2-2020",""
2143,"SHIP CONSTRUCTION","Wexford","Oilgate, Enniscorthy",2,"*N/A","","","","","","Q2-2018"
2144,"SHIP CONSTRUCTION","Wexford","Cherryorchard, Enniscorthy",8,"*N/A","","","","","","Q3-2018"
2145,"SHIP CONSTRUCTION","Wexford","Ross Road, Enniscorthy",1,"*N/A","","","","","Q3-2018",""
2146,"SHIP CONSTRUCTION","Wexford","Baile Eoghain, Gorey",5,"*N/A","","","","","","Q4-2018"
2147,"SHIP CONSTRUCTION","Wexford","Baile an Tr�, Riverchapel (Courtown Ardamine)",10,"*N/A","","","","","","Q2-2016"
2148,"SHIP CONSTRUCTION","Wexford","Shanna Court, Coolcotts",8,"*N/A","","","","","","Q1-2016"
2149,"SHIP CONSTRUCTION","Wexford","Francis Street, Wexford",1,"*N/A","","","","","","Q1-2017"
2150,"SHIP CONSTRUCTION","Wexford","Commodore Barry",1,"*N/A","","","","","","Q2-2016"
2151,"SHIP CONSTRUCTION","Wexford","Glentire, The Ballagh, Enniscorthy",7,"*N/A","","","","","Q2-2019",""
2152,"SHIP CONSTRUCTION","Wexford","Rosetown, Rosslare, Co Wexford, Phase 1",23,"*N/A","","","Stage 3 approved Q3-2020, the scheme is now approved to proceed to tender.","","",""
2153,"SHIP CONSTRUCTION","Wexford","Carley's Bridge, Enniscorthy",17,"*N/A","","","","Stage 4 approved Q3-2020, the scheme is fully approved.","",""
2154,"SHIP CONSTRUCTION","Wexford","Creagh (East), Gorey",4,"*N/A","Stage 1 approved Q2-2018, outline design and costs being prepared.","","","","",""
2155,"SHIP CONSTRUCTION","Wexford","Rosbercon, New Ross",28,"*N/A","Stage 1 approved Q4-2018, outline design and costs being prepared.","","","","",""
2156,"SHIP CONSTRUCTION","Wexford","Baile Eoghain, Gorey (Phase 2)",4,"*N/A","","","","","","Q4-2018"
2157,"SHIP CONSTRUCTION","Wexford","Wexford Street, Gorey",20,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
2158,"SHIP CONSTRUCTION","Wexford","Rosemary Heights, Ferns",8,"*N/A","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
2159,"SHIP CONSTRUCTION","Wexford","Bullawn, Irishtown, New Ross",2,"*N/A","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
2160,"SHIP CONSTRUCTION","Wexford","Ballyhine, Barntown",6,"*N/A","","","","","Q3-2020",""
2161,"SHIP CONSTRUCTION","Wexford","Whiterock Hill, Wexford (Phase 2)",24,"*N/A","","","Stage 3 approved Q1-2020, the scheme is now approved to proceed to tender.","","",""
2162,"SHIP CONSTRUCTION","Wexford","Creagh (West), Gorey",8,"*N/A","Stage 1 approved Q2-2018, outline design and costs being prepared.","","","","",""
2163,"CAS CONSTRUCTION","Wexford","Barrystown",16,"Grantstown Voluntary Housing Association Ltd","","Stage 2 approved Q1-2018, full design/tender being prepared.","","","",""
2164,"CAS CONSTRUCTION","Wexford","Rathangan",7,"Rathangan Senior Citizens Housing Association Ltd","","","","","","Q3-2017"
2165,"CAS CONSTRUCTION","Wexford","Wexford Women's Refuge, Maudlintown",12,"*N/A","","Stage 2 approved Q3-2020, full design/tender being prepared.","","","",""
2166,"CALF TURNKEY","Wexford","24 Units, Gleann an Ghairdin, Gorey, Co. Wexford (Phase 1)",8,"T�ath Housing Association","","","","","","Q3-2020"
2167,"CALF TURNKEY","Wexford","24 Units, Gleann an Ghairdin, Gorey, Co. Wexford (Phase 2)",16,"T�ath Housing Association","","","","","Q3-2018",""
2168,"CALF TURNKEY","Wexford","67 units, Coolcotts, Wexford (Phase 1)*",67,"Cluid Housing","","","","","Q3-2020",""
2169,"CALF TURNKEY","Wexford","9 Units, Gleann an Ghairdin, Gorey, Co. Wexford (Phase 1)",9,"T�ath Housing Association","","","","","Q4-2019",""
2170,"CALF TURNKEY","Wexford"," Ard Uisce, Wexford Town (Phase 1)",5,"T�ath Housing Association","","","","","","Q4-2017"
2171,"CALF TURNKEY","Wexford"," Ard Uisce, Whiterock, Wexford  (Phase 1)",1,"T�ath Housing Association","","","","","","Q1-2018"
2172,"CALF TURNKEY","Wexford","Ard Uisce, Whiterock, Wexford (Phase 1)",6,"T�ath Housing Association","","","","","","Q1-2018"
2173,"CALF TURNKEY","Wexford","Ard Uisce, Whiterock, Wexford (Phase 1)*",6,"T�ath Housing Association","","","","","","Q1-2017"
2174,"CALF TURNKEY","Wexford","Ballyboggan, Castlebridge, Co Wexford (Phase 1)",10,"Co - Operative Housing Ireland Society Limited","","","","","","Q4-2018"
2175,"CALF TURNKEY","Wexford","Clonard, Wexford (Phase 1)*",10,"Co - Operative Housing Ireland Society Limited","","","","","","Q4-2019"
2176,"CALF TURNKEY","Wexford","Fearach Cnoic, Greenville, The Moyne, Enniscorthy (Phase 1)",34,"Oaklee Housing","","","","","","Q4-2018"
2177,"CALF TURNKEY","Wexford","Fearach Cnoic, Greenville, The Moyne, Enniscorthy (Phase 2)",6,"Oaklee Housing","","","","","","Q2-2019"
2178,"CALF TURNKEY","Wexford","Fort Road, Ramsfort Park, Gorey, Co. Wexford (Phase 1)*",11,"Co - Operative Housing Ireland Society Limited","","","","","Q3-2018",""
2179,"CALF TURNKEY","Wexford","Gleann an Ghairdin, Gorey (Phase 1)",9,"T�ath Housing Association","","","","","","Q4-2019"
2180,"CALF TURNKEY","Wexford","Gleann an Ghairdin, Gorey (Phase 2)",9,"T�ath Housing Association","","","","","","Q1-2020"
2181,"CALF TURNKEY","Wexford","Greenville, Enniscorthy, Co. Wexford (Phase 1)*",6,"Oaklee Housing","","","","","","Q2-2019"
2182,"CALF TURNKEY","Wexford","Hunters Green, Gorey (Phase 1)",7,"Co - Operative Housing Ireland Society Limited","","","","","","Q2-2016"
2183,"CALF TURNKEY","Wexford","Hunters Green, Gorey (Phase 2)",11,"Co - Operative Housing Ireland Society Limited","","","","","","Q3-2016"
2184,"CALF TURNKEY","Wexford","Hunters Green, Gorey (Phase 3)",11,"Co - Operative Housing Ireland Society Limited","","","","","","Q1-2017"
2185,"CALF TURNKEY","Wexford","Hunters Green, Gorey (Phase 4)",9,"Co - Operative Housing Ireland Society Limited","","","","","","Q4-2017"
2186,"CALF TURNKEY","Wexford","Kerlogue Manor, Roxborough, Drinagh, Wexford (Phase 1)",14,"T�ath Housing Association","","","","","Q3-2019",""
2187,"CALF TURNKEY","Wexford","Kerlogue Manor, Roxborough, Drinagh, Wexford (Phase 2)",14,"T�ath Housing Association","","","","","Q3-2019",""
2188,"CALF TURNKEY","Wexford","Kerlogue Manor, Roxborough, Drinagh, Wexford (Phase 3)",16,"T�ath Housing Association","","","","","Q3-2019",""
2189,"CALF TURNKEY","Wexford","Kerlogue Manor, Roxborough, Drinagh, Wexford (Phase 4)*",18,"T�ath Housing Association","","","","","Q3-2019",""
2190,"CALF TURNKEY","Wexford","Kerlogue Manor, Roxborough, Drinagh, Wexford (Phase 5)",9,"T�ath Housing Association","","","","","Q3-2019",""
2191,"CALF TURNKEY","Wexford","Meadowfields Enniscorthy, Co. Wexford (Phase 1)",12,"Co - Operative Housing Ireland Society Limited","","","","","","Q3-2016"
2192,"CALF TURNKEY","Wexford","Meadowfields Phase 3, Enniscorthy, Co. Wexford (Phase 1)*",14,"Co - Operative Housing Ireland Society Limited","","","","","","Q2-2019"
2193,"CALF TURNKEY","Wexford","Meadowfields Phase 3, Enniscorthy, Co. Wexford (Phase 2)*",14,"Co - Operative Housing Ireland Society Limited","","","","","","Q4-2019"
2194,"CALF TURNKEY","Wexford","Old Forge Road, Milehouse Road, Enniscorthy, Co. Wexford (Phase 1)",11,"T�ath Housing Association","","","","","Q4-2019",""
2195,"CALF TURNKEY","Wexford","Old Forge Road, Milehouse Road, Enniscorthy, Co. Wexford (Phase 2)*",9,"T�ath Housing Association","","","","","Q4-2019",""
2196,"CALF TURNKEY","Wexford","Old Forge Road, Milehouse Road, Enniscorthy, Co. Wexford (Phase 3)*",21,"T�ath Housing Association","","","","","Q4-2019",""
2197,"CALF TURNKEY","Wexford","P�irc na gCon, Greenville Lane, Enniscorthy, Co. Wexford (Phase 1)*",52,"Cluid Housing","","","","","Q3-2019",""
2198,"SHIP CONSTRUCTION TURNKEY","Wicklow","Mill Court, Tinahely ",2,"*N/A","","","","","","Q2-2018"
2199,"SHIP CONSTRUCTION TURNKEY","Wicklow","No. 7 Mill Court, Tinahely ",1,"*N/A","","","","","","Q4-2018"
2200,"SHIP CONSTRUCTION TURNKEY","Wicklow","Heatherside, Vale Road, Arklow",10,"*N/A","","","","","","Q2-2019"
2201,"SHIP CONSTRUCTION TURNKEY","Wicklow","Fernhill, Arklow",1,"*N/A","","","","","","Q3-2018"
2202,"SHIP CONSTRUCTION TURNKEY","Wicklow","Mill Court, Tinahely ",1,"*N/A","","","","","","Q1-2019"
2203,"SHIP CONSTRUCTION TURNKEY","Wicklow","Woodview Cottages, Rathnew",2,"*N/A","","","","","","Q4-2019"
2204,"SHIP CONSTRUCTION TURNKEY","Wicklow","Bollarney Woods, Wicklow Town",10,"*N/A","","","","","","Q3-2019"
2205,"SHIP CONSTRUCTION TURNKEY","Wicklow","Mill Court, Tinahely ",1,"*N/A","","","","","","Q2-2019"
2206,"SHIP CONSTRUCTION TURNKEY","Wicklow","Heatherside, Vale Road, Arklow",15,"*N/A","","","","","","Q3-2019"
2207,"SHIP CONSTRUCTION TURNKEY","Wicklow","Heatherside, Vale Road, Arklow",4,"*N/A","","","","","","Q4-2019"
2208,"SHIP CONSTRUCTION TURNKEY","Wicklow","Heatherside, Vale Road, Arklow",2,"*N/A","","","","","","Q4-2019"
2209,"SHIP CONSTRUCTION TURNKEY","Wicklow","Bollarney Woods, Wicklow Town",14,"*N/A","","","","","","Q4-2019"
2210,"SHIP CONSTRUCTION TURNKEY","Wicklow","Bollarney Woods, Wicklow Town",6,"*N/A","","","","","","Q2-2020"
2211,"SHIP CONSTRUCTION TURNKEY","Wicklow","Heatherside, Vale Road, Arklow",9,"*N/A","","","","","","Q4-2019"
2212,"SHIP CONSTRUCTION TURNKEY","Wicklow","Kirvin Hill, Broomhall, Rathnew",2,"*N/A","","","","","","Q2-2019"
2213,"SHIP CONSTRUCTION TURNKEY","Wicklow","Weaver Square, Baltinglass, Co. Wicklow",2,"*N/A","","","","Stage 4 approved Q1-2020, the scheme is fully approved.","",""
2214,"SHIP CONSTRUCTION TURNKEY","Wicklow","Carrig Beag, WicklowTown",5,"*N/A","","","","","","Q3-2020"
